Unnamed: 0,BACKLIGHTSUN,DARKNESS,MOTIONBLUR,RAIN,SignType,img_id,class,detailed_class,full_img_pth,hour,rain_sensor,sun_altitude,velocity,DARKNESS_classes,RAIN_classes,MOTIONBLUR_classes,BACKLIGHTSUN_classes,VGG_is_correct,VG_labels,VGG_probabilities,Latitude,Longitude,Coordinates,Datetime,formattedTime,Speed,month,Temperature,Precipitation,Elevation,Open_Data,RoadTypes,Coordinates_Joined,env_probability ,geo_probability ,Scope_Probability_Verbose,Scope_Probability,temp_probability,geo_probability
11342,0,0,25,0,10,1557742475_2746,MOTIONBLUR,MOTIONBLUR,1557742475_2746_UC2_MOTIONBLUR-25.png,7.990175051,1.105821507,0.036874644,68.25630641,0,0,1,0,True,10,0.999999404,48.471556273624074,7.155492735575462,"(48.471556273624074, 7.155492735575461)",1552320319,2019-03-11 16:05:19,49.360220734272474,3,6.735545000560865,2.907672100982584,636.0,"{""place_id"":90810192,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":60133823,""lat"":""48.4681804487354"",""lon"":""7.15677946740135"",""place_rank"":26,""category"":""highway"",""type"":""track"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Chemin de la Cense"",""display_name"":""Chemin de la Cense, La Broque, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67570, France"",""address"":{""road"":""Chemin de la Cense"",""village"":""La Broque"",""county"":""Molsheim"",""state"":""Grand Est"",""country"":""France"",""postcode"":""67570"",""country_code"":""fr""},""boundingbox"":[""48.467331"",""48.4717166"",""7.154191"",""7.175451""]}",road,"(7.155492735575462, 48.471556273624074)",0,0,"{'geo': 0, 'env': 0.5, 'img': 1.0, 'total': 0}",0.0,0.5,0.0
11774,0,0,25,0,2,1557742475_435,MOTIONBLUR,MOTIONBLUR,1557742475_435_UC2_MOTIONBLUR-25.png,14.76458013,0.675833536,1.047134448,119.7986666,0,0,1,0,False,5,0.24617216,53.80018335329953,10.562342697889893,"(53.80018335329953, 10.562342697889893)",1529420298,2018-06-19 14:58:18,127.65531620130852,6,28.70075616134513,0.678755300547663,16.0,"{""place_id"":46167019,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":3426301444,""lat"":""53.7982747"",""lon"":""10.5626792"",""place_rank"":30,""category"":""place"",""type"":""house"",""importance"":""0"",""addresstype"":""place"",""name"":null,""display_name"":""13, Klein Schenkenberg, Nordstormarn, Stormarn, Schleswig-Holstein, 23860, Deutschland"",""address"":{""house_number"":""13"",""village"":""Klein Schenkenberg"",""county"":""Stormarn"",""state"":""Schleswig-Holstein"",""postcode"":""23860"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""53.7981747"",""53.7983747"",""10.5625792"",""10.5627792""]}",road,"(10.562342697889893, 53.80018335329953)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
20243,0,25,0,0,31,1557743752_2657,DARKNESS,DARKNESS,1557743752_2657_UC2_DARKNESS-25.png,23.28405553,0.626683743,1.496007716,7.989547694,1,0,0,0,True,31,0.785559833,49.440961790042216,7.831467858560782,"(49.44096179004222, 7.831467858560782)",1545306262,2018-12-20 11:44:22,35.89802135907725,12,3.9832368784178454,1.334745428556294,284.0,"{""place_id"":82883095,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":30787410,""lat"":""49.44152425"",""lon"":""7.833166917126"",""place_rank"":30,""category"":""military"",""type"":""barracks"",""importance"":""0"",""addresstype"":""military"",""name"":""Panzer Kaserne"",""display_name"":""Panzer Kaserne, Mannheimer Straße, Eselsfürth, Kaiserslautern, Rheinland-Pfalz, 67657, Deutschland"",""address"":{""address29"":""Panzer Kaserne"",""road"":""Mannheimer Straße"",""suburb"":""Eselsfürth"",""city"":""Kaiserslautern"",""county"":""Kaiserslautern"",""state"":""Rheinland-Pfalz"",""postcode"":""67657"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.4396564"",""49.4434295"",""7.8218142"",""7.8370047""]}",road,"(7.831467858560782, 49.440961790042216)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
21900,0,75,0,0,11,1557744085_1448,DARKNESS,DARKNESS,1557744085_1448_UC2_DARKNESS-75.png,23.82779915,4.90945345,3.300972355,6.513700947999999,2,0,0,0,True,11,0.997874022,49.52222951168853,9.729406146765776,"(49.522229511688515, 9.729406146765776)",1539896143,2018-10-18 20:55:43,86.62486834935265,10,-1.6723388530298782,0.0,262.0,"{""place_id"":185401756,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":507737009,""lat"":""49.5212575406216"",""lon"":""9.72950012190996"",""place_rank"":26,""category"":""highway"",""type"":""proposed"",""importance"":""0.1"",""addresstype"":""highway"",""name"":null,""display_name"":""Breite Mühle, Lauda-Königshofen, Verwaltungsgemeinschaft Bad Mergentheim, Main-Tauber-Kreis, Regierungsbezirk Stuttgart, Baden-Württemberg, 97922, Deutschland"",""address"":{""suburb"":""Breite Mühle"",""town"":""Lauda-Königshofen"",""county"":""Main-Tauber-Kreis"",""state_district"":""Regierungsbezirk Stuttgart"",""state"":""Baden-Württemberg"",""postcode"":""97922"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.5183596"",""49.5237399"",""9.7025437"",""9.743476""]}",road,"(9.729406146765776, 49.52222951168853)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
8902,0,0,0,0,21,1557742122_550,MOTIONBLUR,MOTIONBLUR,1557742122_550_UC2_MOTIONBLUR-0.png,13.70227276,2.793521424,4.807639623,55.42613134,0,0,0,0,True,21,0.7837634090000001,52.751922727227154,6.596197803664707,"(52.75192272722716, 6.596197803664707)",1549346523,2019-02-05 06:02:03,59.827420722484796,2,-2.367499478023335,1.248329104213339,15.0,"{""place_id"":70398057,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":6418749,""lat"":""52.7500979624148"",""lon"":""6.59549339668058"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Corneliawijk"",""display_name"":""Corneliawijk, Nieuweroord, Midden-Drenthe, Drenthe, Nederland, 7910TK, Nederland"",""address"":{""road"":""Corneliawijk"",""suburb"":""Nieuweroord"",""city"":""Midden-Drenthe"",""state"":""Drenthe"",""postcode"":""7910TK"",""country"":""Nederland"",""country_code"":""nl""},""boundingbox"":[""52.748167"",""52.7514704"",""6.5919381"",""6.6005203""]}",road,"(6.596197803664707, 52.751922727227154)",0,0,"{'geo': 0, 'env': 0.5, 'img': 1.0, 'total': 0}",0.0,0.5,0.0
27923,25,0,0,0,13,1558446067_57,BACKLIGHTSUN,BACKLIGHTSUN,1558446067_57_UC2_BACKLIGHTSUN-25.png,10.53874412,0.308073918,52.14746223,14.30395161,0,0,0,1,True,13,0.999998212,49.462386121904856,10.989721236727686,"(49.462386121904856, 10.989721236727686)",1544844005,2018-12-15 03:20:05,41.88610829870832,12,0.5968861009548299,1.4484067413569623,299.0,"{""place_id"":13691756,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":225716893,""lat"":""49.4630677333333"",""lon"":""10.9896406888889"",""place_rank"":30,""category"":""place"",""type"":""house"",""importance"":""-0.1"",""addresstype"":""place"",""name"":null,""display_name"":""49, Kaiserstraße, Südstadt, Fürth, Mittelfranken, Bayern, 90763, Deutschland"",""address"":{""house_number"":""49"",""road"":""Kaiserstraße"",""suburb"":""Südstadt"",""city"":""Fürth"",""county"":""Fürth"",""state_district"":""Mittelfranken"",""state"":""Bayern"",""postcode"":""90763"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""49.462967733333"",""49.463167733333"",""10.989540688889"",""10.989740688889""]}",road,"(10.989721236727686, 49.462386121904856)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
8157,0,0,0,0,17,1557742122_258,MOTIONBLUR,MOTIONBLUR,1557742122_258_UC2_MOTIONBLUR-0.png,6.09610964,0.644161602,3.773794574,77.06006451,0,0,0,0,True,17,0.999915361,48.02829653325304,12.23350596709107,"(48.028296533253034, 12.233505967091068)",1531642023,2018-07-15 08:07:03,69.99011629298523,7,33.015369898472485,0.4990404828693381,472.0,"{""place_id"":172187598,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":440249960,""lat"":""48.0273299"",""lon"":""12.2341141"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Unterdorfstraße"",""display_name"":""Unterdorfstraße, Oetz, Eiselfing, Landkreis Rosenheim, Obb, Bayern, 83549, Deutschland"",""address"":{""road"":""Unterdorfstraße"",""suburb"":""Oetz"",""village"":""Eiselfing"",""county"":""Landkreis Rosenheim"",""state_district"":""Obb"",""state"":""Bayern"",""postcode"":""83549"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""48.0273299"",""48.0280936"",""12.2341141"",""12.236779""]}",road,"(12.23350596709107, 48.02829653325304)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
17173,0,0,0,0,30,1557743423_2594,DARKNESS,DARKNESS,1557743423_2594_UC2_DARKNESS-0.png,23.08103656,3.626818598,1.519376631,5.098957354,0,0,0,0,True,30,0.998147607,50.39355803369582,11.892489327591873,"(50.39355803369582, 11.892489327591871)",1525060473,2018-04-30 03:54:33,60.02987663412127,4,15.275844331990804,0.4564026093631075,562.5,"{""place_id"":118501579,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":180306263,""lat"":""50.3904706"",""lon"":""11.8929337"",""place_rank"":26,""category"":""highway"",""type"":""unclassified"",""importance"":""0.1"",""addresstype"":""road"",""name"":null,""display_name"":""Hohendorf, Töpen, Verwaltungsgemeinschaft Feilitzsch, Landkreis Hof, Oberfranken, Bayern, 95183, Deutschland"",""address"":{""suburb"":""Hohendorf"",""village"":""Töpen"",""county"":""Verwaltungsgemeinschaft Feilitzsch"",""state_district"":""Oberfranken"",""state"":""Bayern"",""postcode"":""95183"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""50.3900811"",""50.390624"",""11.8797979"",""11.8937194""]}",road,"(11.892489327591873, 50.39355803369582)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
7498,0,0,0,0,9,1557742122_1987,MOTIONBLUR,MOTIONBLUR,1557742122_1987_UC2_MOTIONBLUR-0.png,12.94699209,2.997892948,2.002326066,79.29377123,0,0,0,0,True,9,1.0,51.74421172708392,11.808708201608152,"(51.74421172708392, 11.808708201608153)",1531364934,2018-07-12 03:08:54,108.42323482834284,7,28.87565929679059,1.0753913287837609,67.0,"{""place_id"":96062705,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""way"",""osm_id"":91415029,""lat"":""51.7429017465121"",""lon"":""11.8110789422144"",""place_rank"":26,""category"":""highway"",""type"":""residential"",""importance"":""0.1"",""addresstype"":""road"",""name"":""Am Anger"",""display_name"":""Am Anger, Preußlitz, Bernburg, Salzlandkreis, Sachsen-Anhalt, 06406, Deutschland"",""address"":{""road"":""Am Anger"",""city_district"":""Preußlitz"",""town"":""Bernburg"",""county"":""Salzlandkreis"",""state"":""Sachsen-Anhalt"",""postcode"":""06406"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.7428367"",""51.7443283"",""11.811043"",""11.8118202""]}",road,"(11.808708201608152, 51.74421172708392)",0,0,"{'geo': 1, 'env': 1.0, 'img': 1.0, 'total': 3.0}",1.0,1.0,1.0
12584,0,0,75,0,4,1557742802_1163,MOTIONBLUR,MOTIONBLUR,1557742802_1163_UC2_MOTIONBLUR-75.png,13.13801591,3.214931987,1.4566376319999998,41.76822887,0,0,2,0,False,2,0.338886619,51.364910814201174,9.190697718629186,"(51.36491081420117, 9.190697718629188)",1552641931,2019-03-15 09:25:31,37.67317123428485,3,-1.2266444132917442,0.332128919377627,274.5,"{""place_id"":23535733,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright"",""osm_type"":""node"",""osm_id"":2325997816,""lat"":""51.3669699"",""lon"":""9.2068233"",""place_rank"":20,""category"":""place"",""type"":""locality"",""importance"":""0.25"",""addresstype"":""place"",""name"":""Wüstung Herksen"",""display_name"":""Wüstung Herksen, Niederelsungen, Wolfhagen, Landkreis Kassel, Regierungsbezirk Kassel, Hessen, Deutschland"",""address"":{""locality"":""Wüstung Herksen"",""city_district"":""Niederelsungen"",""town"":""Wolfhagen"",""county"":""Landkreis Kassel"",""state_district"":""Regierungsbezirk Kassel"",""state"":""Hessen"",""country"":""Deutschland"",""country_code"":""de""},""boundingbox"":[""51.3469699"",""51.3869699"",""9.1868233"",""9.2268233""]}",road,"(9.190697718629186, 51.364910814201174)",0,0,"{'geo': 1, 'env': 0.5, 'img': 1.0, 'total': 2.5}",0.8333333333333334,0.5,1.0
